,text,label,stemmed_text,label_angka
1752,masuk peringkat 13 besar dunia salut kinerja beliau,Politik,masuk peringkat 13 besar dunia salut kerja beliau,0
1753,pungli tak berkembang bawah kendali ganjar pranowo bersamasama lawan korupsi wujudkan pemerintahan adil,Politik,pungli tak kembang bawah kendali ganjar pranowo bersamasama lawan korupsi wujud perintah adil,0
1754,salah satu teman difabel mendesak pak anies soal aksesibilitas lingkungan pendidikan diperhatikan,Sosial Budaya,salah satu teman difabel desak pak anies soal aksesibilitas lingkung didik perhati,1
1755,bulan januari serangan kubu dkk semakin sengit termasuk doxxing akun akun sosmed berharap cepu grup login tertutup membagikan informasi kita kita counter serangan jangan biarkan prabowo berkuasa asal bukan prabowo,Pertahanan dan Keamanan,bulan januari serang kubu dkk makin sengit masuk doxxing akun akun sosmed harap cepu grup login tutup bagi informasi kita kita counter serang jangan biar prabowo kuasa asal bukan prabowo,3
1756,ganjar siap lawan kekerasan intimidasi relawannya,Politik,ganjar siap lawan keras intimidasi rawan,0
1757,prabowo mengatakan jangan keinginan berkuasa lalu memprovokasi membohongi masyarakatditujukan anies lah siapa nafsu berkuasa tiga kali maju capres cawapres kalah terus lalu provokatif siapa katakata ndasmu apa,Politik,prabowo kata jangan ingin kuasa lalu provokasi bohong masyarakatditujukan anies lah siapa nafsu kuasa tiga kali maju capres cawapres kalah terus lalu provokatif siapa katakata ndasmu apa,0
1758,anies baswedan terkadang terlihat pihak tidak menghargai kebebasan berpendapat demokrasi omonomon beretorika,Politik,anies baswedan terkadang lihat pihak tidak harga bebas dapat demokrasi omonomon retorika,0
1759,momen capresku jenguk relawan ganjarmahfud jadi korban penganiayaan oknum tni korban slamet andono bercerita dirinya diseret jalan raya dibawa masuk markas batalyon 408 kemudian situ dipukuli 5 oknum tni miris,Pertahanan dan Keamanan,momen capresku jenguk rawan ganjarmahfud jadi korban aniaya oknum tni korban slamet andono cerita diri seret jalan raya bawa masuk markas batalyon 408 kemudian situ pukul 5 oknum tni miris,3
1760,sinar terang ganjar pranowo mahfud md landasan utama membangun indonesia lebih baikorq23bi,Politik,sinar terang ganjar pranowo mahfud md landas utama bangun indonesia lebih baikorq23bi,0
1761,ganjar pranowo membuktikan kepemimpinan tangguh dimulai keluarga solid ganjar mahfud hebat,Politik,ganjar pranowo bukti pimpin tangguh mulai keluarga solid ganjar mahfud hebat,0
1762,kecewa berat pak prabowo debat ketiga kemarin jadi terlihat pak ganjar malah mumpuni,Politik,kecewa berat pak prabowo debat tiga kemarin jadi lihat pak ganjar malah mumpuni,0
1763,suara dukungan sumut menjadi kekuatan utama perjalanan politik anies baswedan,Politik,suara dukung sumut jadi kuat utama jalan politik anies baswedan,0
1764,capres ganjar pranowo berjanji menjaga konstitusi aturan dasar negara dari ingin melanggarnya,Ideologi,capres ganjar pranowo janji jaga konstitusi atur dasar negara dari ingin langgar,2
1765,kasihan pak anies entah cak imin selalu membuat blunder situasi dunia sekarang justru penguatan alutsista sangat diperlukan memangnya mau pakai slepet sarung,Pertahanan dan Keamanan,kasihan pak anies entah cak imin selalu buat blunder situasi dunia sekarang justru kuat alutsista sangat perlu memang mau pakai slepet sarung,3
1766,dedynurpalakka mohmahfudmd jangan semangat terus ganjar mahfud hebat sikat kkn,Sosial Budaya,dedynurpalakka mohmahfudmd jangan semangat terus ganjar mahfud hebat sikat kkn,1
1767,izin acara desak anies yogya dicabut mendadak panitia sebut pengelola gedung beralasan ada anies,Politik,izin acara desak anies yogya cabut dadak panitia sebut kelola gedung alas ada anies,0
1768,1 keluarga miskin 1 sarjana gagasan siap diperjuangkan ganjarmahfud apabila menjadi pemimpin indonesia tersebut dilaksanakan menekan angka kemiskinan indonesia solusi peningkatan sdm unggul berikut penjelasan terkait program digagas ganjarmahfud,Politik,1 keluarga miskin 1 sarjana gagas siap juang ganjarmahfud apabila jadi pimpin indonesia sebut laksana tekan angka miskin indonesia solusi tingkat sdm unggul ikut jelas kait program gagas ganjarmahfud,0
1769,capres anies mengimplementasikan program jakarta emas wujud perhatiannya kesejahteraan lansia tenga,Sosial Budaya,capres anies implementasi program jakarta emas wujud perhati sejahtera lansia tenga,1
1770,capres cawapres ganjar pranowo mahfud md mengajak semua bersatu menjaga keutuhan konstitusi aturan dasar negara,Ideologi,capres cawapres ganjar pranowo mahfud md ajak semua satu jaga utuh konstitusi atur dasar negara,2
1771,survei terbaru elektabilitas prabowo gibran melesat jauh jabar hingga 648 persen tinggalkan lawanlawannya,Politik,survei baru elektabilitas prabowo gibran lesat jauh jabar hingga 648 persen tinggal lawanlawannya,0
1772,tampang rifan ariansyah ancam penembakan anies baswedan mendadak akun sosmed hilang hingga alamat rumah diburu warganet twitter,Pertahanan dan Keamanan,tampang rifan ariansyah ancam tembak anies baswedan dadak akun sosmed hilang hingga alamat rumah buru warganet twitter,3
1773,capres cawapres ganjar pranowo mahfud md berpesan kita semua terus menjaga konstitusi aturan dasar negara landasan bangsa,Ideologi,capres cawapres ganjar pranowo mahfud md pesan kita semua terus jaga konstitusi atur dasar negara landas bangsa,2
1774,juga nonton semalamyg bicaran pak anies masalah negara bukan pribadi kalau masal pribadiemg siapa sich ngotot berkuasa pribadiklo ko 2 kali lebih baik menyerah contoh main catur apa lgi calon presidenbutuh akal sehat,Politik,juga nonton semalamyg bicaran pak anies masalah negara bukan pribadi kalau masal pribadiemg siapa sich ngotot kuasa pribadiklo ko 2 kali lebih baik serah contoh main catur apa lgi calon presidenbutuh akal sehat,0
1775,masyarakat jawa barat mendukung ganjarmahfud pemimpin akan memastikan praktik illegal fishing dihentikan bahkan t3nggelamkan kapalkapal pelaku,Pertahanan dan Keamanan,masyarakat jawa barat dukung ganjarmahfud pimpin akan pasti praktik illegal fishing henti bahkan t3nggelamkan kapalkapal laku,3
1776,go to hell with neutrality makan bareng tengah masa kampanye membuktikan prabowo lemah berkebalibalikan hasil survei mereka gaungkan keadaan genting jokowi tak malu merusak omongannya netralitas,Politik,go to hell with neutrality makan bareng tengah masa kampanye bukti prabowo lemah berkebalibalikan hasil survei mereka gaung ada genting jokowi tak malu rusak omong netralitas,0
1777,timnya aware kalo tiktok masif fitnah hoax alhamdulillahnya pak anies welcome saran timnya semakin menjangkau tiktok sampe bikin event as expected he always listens to his team semoga niat baiknya berbuah manis ill join the live if its possible,Sosial Budaya,tim aware kalo tiktok masif fitnah hoax alhamdulillah pak anies welcome saran tim makin jangkau tiktok sampe bikin event as expected he always listens to his team moga niat baik buah manis ill join the live if its possible,1
1778,prabowo punya sejarah melawan kok bahkan dirinya sendiri tidak sanggup melawan tahun 98 kabur tahun 2019 dia gabung pemerintah peristiwa jadi bukti,Politik,prabowo punya sejarah lawan kok bahkan diri sendiri tidak sanggup lawan tahun 98 kabur tahun 2019 dia gabung perintah peristiwa jadi bukti,0
1779,anies janji pulihkan karier asn dipecat memilih netral,Politik,anies janji pulih karier asn pecat pilih netral,0
1780,kekurangan prabowo debat tidak dididik dunia akademis tak pernah mimpin organisasi mahasiswa kalangan ilmu debat mesti organisasi mahasiswa debat praktis menu seharihari ganjar anies mengalami proses jadi dewasa kampus organisasi mahasiswa biasa dibantah biasa menggugat mempertanyakan mempertahankan pendapat fakta kalangan militer itu tak lazim sini perintah kepatuhan utama prabowo tampak kewalahan dalam debat,Politik,kurang prabowo debat tidak didik dunia akademis tak pernah mimpin organisasi mahasiswa kalang ilmu debat mesti organisasi mahasiswa debat praktis menu seharihari ganjar anies alami proses jadi dewasa kampus organisasi mahasiswa biasa ban biasa gugat tanya tahan dapat fakta kalang militer itu tak lazim sini perintah patuh utama prabowo tampak kewalahan dalam debat,0
1781,gerakan pemuda kabah dukung tni boyolali sikat relawan ganjar pakai knalpot brong preman2 berkaos capres no 3 minum miras naik motpr brong memekakkan telinga,Politik,gera pemuda kabah dukung tni boyolali sikat rawan ganjar pakai knalpot brong preman2 kaos capres no 3 minum miras naik motpr brong pekak telinga,0
1782,dulu lumbung prabowo nasdem yakin sumbar berubah jadi basis anies,Sosial Budaya,dulu lumbung prabowo nasdem yakin sumbar ubah jadi basis anies,1
1783,kalangan pendidikan menengah kebawah prabowo hampir kebanyakan dikampung bini asli prabowo militan banget coi ditanya alesannya anis tahu diri anis tahu terima kasih ama prabowo anies bisa kerja jakarta orang desa dsna gampang kena hoax main tiktok,Demografi,kalang didik tengah bawah prabowo hampir banyak kampung bini asli prabowo militan banget coi tanya alesannya anis tahu diri anis tahu terima kasih ama prabowo anies bisa kerja jakarta orang desa dsna gampang kena hoax main tiktok,6
1784,jangan gentar ganjar jangan takut mahfud adalah tim tak tergantikan membawa indonesia meraih kejayaan pilpres 2024,Politik,jangan gentar ganjar jangan takut mahfud adalah tim tak ganti bawa indonesia raih jaya pilpres 2024,0
1785,calon presiden ri no urut 3 ganjar pranowo memastikan konstitusi aturan dasar negara dihormati ditegakkan,Ideologi,calon presiden ri no urut 3 ganjar pranowo pasti konstitusi atur dasar negara hormat tegak,2
1786,beredar video warga tionghoa amin dulu lambe waras amin semakin diterima maayarakat tionghoa lambe waras bukti anies jadi presiden segenap bangsa,Politik,edar video warga tionghoa amin dulu lambe waras amin makin terima maayarakat tionghoa lambe waras bukti anies jadi presiden segenap bangsa,0
1787,indonesia membutuhkan kepemimpinan kuat visioner bersamasama memilih capres ganjar pranowo mahfud md mewujudkannya pilpres mendatang jn18a,Politik,indonesia butuh pimpin kuat visioner bersamasama pilih capres ganjar pranowo mahfud md wujud pilpres datang jn18a,0
1788,calon presiden ri no urut 3 ganjar pranowo mengajak masyarakat bersamasama mengawal konstitusi aturan dasar negara,Ideologi,calon presiden ri no urut 3 ganjar pranowo ajak masyarakat bersamasama awal konstitusi atur dasar negara,2
1789,debat capres menciptakan ketegangan kehidupan demokrasi terutama langkah anies baswedan menjadi perdebatan hangat omonomon beretorika,Politik,debat capres cipta tegang hidup demokrasi utama langkah anies baswedan jadi debat hangat omonomon retorika,0
1790,alhamdulilah malam dalam pemenangnya cak imin timingnya bagus substansi visi misi tersampaikan counter attacknya keren defensenya bagus bapak anies memeluk erat bentuk appreciate luar biasa,Politik,alhamdulilah malam dalam menang cak imin timingnya bagus substansi visi misi sampai counter attacknya keren defensenya bagus bapak anies peluk erat bentuk appreciate luar biasa,0
1791,ahok jadi pendukung anies astaghfirullah dulu menistakan ajaran agama kok malah dipeluk erat inikah politik,Politik,ahok jadi dukung anies astaghfirullah dulu nista ajar agama kok malah peluk erat ini politik,0
1792,met sore medsos sapiens 62 pintar baik hati tidak sombong tidak sumbing tadi malam sungguh menghibur dikatakan pemenangnya capres anies ganjar hal ganas ngegas posturing nan provokatif wajar spt memang biasanya lebih mudah berbicara lebih mudah berkata kata mengkritik ngegas memang tidak terlibat langsung pekerjaan dikerjakan capres no 2 el gemoy prabowo menhan sangat paham debat capres tadi malam tema debat merupakan domainnya kalem defensif merespon anies ganjar sangat tepat karena dijelaskan sedikit minta dijelaskan banyak alhasil data rinci bakal terungkap ini sama membocorkan rahasia negara diketahui wajib dinegara manapun di belahan dunia mana data kementerian pertahanan lah sangat sulit didapat aku yakin andi widjajanto gubernur lemhanas prof mahfud md menkopolhukam kubu capres ganjar setuju pendapat perlu kehati hatian utk membahas data pertahanan negara jika dalam forum publik sikap kenegarawanan prabowo kalem tenang menjadi pemenang debat capres tadi malam salut prabowo bukan kaleng kaleng,Politik,met sore medsos sapiens 62 pintar baik hati tidak sombong tidak sumbing tadi malam sungguh hibur kata menang capres anies ganjar hal ganas ngegas posturing nan provokatif wajar spt memang biasa lebih mudah bicara lebih mudah kata kata kritik ngegas memang tidak libat langsung kerja kerja capres no 2 el gemoy prabowo menhan sangat paham debat capres tadi malam tema debat rupa domain kalem defensif merespon anies ganjar sangat tepat karena jelas sedikit minta jelas banyak alhasil data rinci bakal ungkap ini sama bocor rahasia negara tahu wajib negara mana di bahan dunia mana data menteri tahan lah sangat sulit dapat aku yakin andi widjajanto gubernur lemhanas prof mahfud md menkopolhukam kubu capres ganjar tuju dapat perlu hati hati utk bahas data tahan negara jika dalam forum publik sikap kenegarawanan prabowo kalem tenang jadi menang debat capres tadi malam salut prabowo bukan kaleng kaleng,0
1793,selamatkan bangsa dengan cara memilih,Politik,selamat bangsa dengan cara pilih,0
1794,zar bilang sama pak prabowo kalo semalem tema debatnya soal lingkungan hidup bukan ekonomi ahy ampe melongo gt,Sosial Budaya,zar bilang sama pak prabowo kalo semalem tema debat soal lingkung hidup bukan ekonomi ahy ampe longo gt,1
1795,serangan udara darat terus lancarkan mulai ngosngosan baru sprint gas terus anies baswedan muhaimin iskandar indonesia lebih baik,Politik,serang udara darat terus lancar mulai ngosngosan baru sprint gas terus anies baswedan muhaimin iskandar indonesia lebih baik,0
1796,coblos hati nurani guys ganjar pranowo pilihan tepat ajak keluarga teman tetangga buat nyoblos bareng biar suasana pemilu makin meriah,Politik,coblos hati nurani guys ganjar pranowo pilih tepat ajak keluarga teman tetangga buat nyoblos bareng biar suasana milu makin riah,0
1797,penuh semangat perubahan positif jnk bersatu capres cawapres ganjar pranowo mahfud md pilpres 2024 ganjarmahfud taat hukum,Politik,penuh semangat ubah positif jnk satu capres cawapres ganjar pranowo mahfud md pilpres 2024 ganjarmahfud taat hukum,0
1798,konstitusi aturan dasar negara rumah bersama kata capres ri no urut 3 ganjar pranowo,Ideologi,konstitusi atur dasar negara rumah sama kata capres ri no urut 3 ganjar pranowo,2
1799,prabowo menjadikan nilainilai kemanusiaan fondasi utama kepemimpinannya buktinyata tiadahenti,Ideologi,prabowo jadi nilainilai manusia fondasi utama pimpin buktinyata tiadahenti,2
1800,ganjarmahfud miliki strategi jitu bebaskan nelayan jerat hutang spirit pengembangan ekonomi biru utamanya untuk mengangkat harkat kehidupan nelayan tsb diungkap juru bicara tpn amp chiko hakim,Ekonomi,ganjarmahfud milik strategi jitu bebas nelayan jerat hutang spirit kembang ekonomi biru utama untuk angkat harkat hidup nelayan tsb ungkap juru bicara tpn amp chiko hakim,4
1801,capres cawapres ganjar pranowo mahfud md mengajak semua pihak bersatu menjaga konstitusi aturan dasar negara,Ideologi,capres cawapres ganjar pranowo mahfud md ajak semua pihak satu jaga konstitusi atur dasar negara,2
1802,keberanian tekad menjadi panggung pasangan siap mengemban tugas besar ganjar pranowo mahfud md,Politik,berani tekad jadi panggung pasang siap emban tugas besar ganjar pranowo mahfud md,0
1803,paslon ganjar ganjar pranowo yakin mahfud md kunci sukses tuntaskan regulasi hukum bikin indonesia semakin diminati investor,Politik,paslon ganjar ganjar pranowo yakin mahfud md kunci sukses tuntas regulasi hukum bikin indonesia makin mati investor,0
1804,calon presiden ri no urut 3 ganjar pranowo yakin pelanggaran konstitusi aturan dasar negara dihentikan dihukum,Ideologi,calon presiden ri no urut 3 ganjar pranowo yakin langgar konstitusi atur dasar negara henti hukum,2
1805,sinyal kuat prabowo subianto putuskan cuti memberi dukungan deklarasi gempita bandung jawa barat dekade08 prabowo gibran,Politik,sinyal kuat prabowo subianto putus cuti beri dukung deklarasi gempita bandung jawa barat dekade08 prabowo gibran,0
1806,ganjarmahfud duo berkomitmen kedaulatan laut keamanan maritim bukan sekadar tugas panggilan sejarah ganjar coblos3 ganjarmahfud2024 ganjarmahfudm3nangdebat,Pertahanan dan Keamanan,ganjarmahfud duo komitmen daulat laut aman maritim bukan sekadar tugas panggil sejarah ganjar coblos3 ganjarmahfud2024 ganjarmahfudm3nangdebat,3
1807,survei bloomberg unggulkan anies relawan mu perubahan kudus amin jadi pemenang pilpres 2024,Politik,survei bloomberg unggul anies rawan mu ubah kudus amin jadi menang pilpres 2024,0
1808,ketahanan militer fondasi keamanan nasional bangga para pahlawan melindungi garagara prabowo,Pertahanan dan Keamanan,tahan militer fondasi aman nasional bangga para pahlawan lindung garagara prabowo,3
1809,jnk hadir mewakili suara rakyat dukung bersama pilih dukung ganjar pranowo mahfud md jn19ri,Politik,jnk hadir wakil suara rakyat dukung sama pilih dukung ganjar pranowo mahfud md jn19ri,0
1810,dulu bertanya2 tuhan beri kesempatan menangkan prabowo sekarang tahu jawabannya terima kasih tuhan,Pertahanan dan Keamanan,dulu bertanya2 tuhan beri sempat menang prabowo sekarang tahu jawab terima kasih tuhan,3
1811,pak anies baswedan meresmikan posko pejuang amin yogyakarta kemarin pak anies penamaan posko pejuang sesuai sejarah terjadi kota baru peristiwa terjadi perjuangan kemerdekaan anakanak muda jogja turun berjuang melawan jepang terkenal nama pertempuran kota baru,Sosial Budaya,pak anies baswedan resmi posko juang amin yogyakarta kemarin pak anies nama posko juang sesuai sejarah jadi kota baru peristiwa jadi juang merdeka anakanak muda jogja turun juang lawan jepang kenal nama tempur kota baru,1
1812,anies penguasa ubah aturan sesuai kepentingannya keluarganya,Politik,anies kuasa ubah atur sesuai penting keluarga,0
1813,capres ganjar pranowo mengajak semua pihak bersatu menjaga konstitusi aturan dasar negara,Ideologi,capres ganjar pranowo ajak semua pihak satu jaga konstitusi atur dasar negara,2
1814,salah fokus bangunannya rapi macam luar negeri teringat kinerja pak anies menata kota,Sosial Budaya,salah fokus bangun rapi macam luar negeri ingat kerja pak anies tata kota,1
1815,anies prabowo bapak tetap jalan cawapres melanggar etika artinya kompromi,Politik,anies prabowo bapak tetap jalan cawapres langgar etika arti kompromi,0
1816,mau kapan kita punya capres cerdas ber akal sehat amanah sekarang lah saatnya 2024 pilih amin aniesmuhaimin no 1,Politik,mau kapan kita punya capres cerdas ber akal sehat amanah sekarang lah saat 2024 pilih amin aniesmuhaimin no 1,0
1817,cak imin bagian 10 tahun termasuk kebagian kardus durian sekarang cuap2 asal beda lanjutkan baik perbsiki kurang bersama pak,Politik,cak imin bagi 10 tahun masuk bagi kardus durian sekarang cuap2 asal beda lanjut baik perbsiki kurang sama pak,0
1818,emak kasih panggung acara desak anies sumbar,Ekonomi,emak kasih panggung acara desak anies sumbar,4
1819,lagu sunda viral karya jawa barat ganjar pranowomahfud md adalah sebuah dukungan menangkan pilpres 2024,Ideologi,lagu sunda viral karya jawa barat ganjar pranowomahfud md adalah buah dukung menang pilpres 2024,2
1820,gimana jika diri seseorang memiliki aura positif orang segan berada sekelilingnya lihat ganjar pranowo disambut petani suka cita sekat blora 4 des 2024 by the way ganjar berkomitmen menghapuskan 600 miliar hutang macet petani bank pemerintah kalau memikirkan kesejahteraan atau meringankan beban rakyat mana lah mungkin akan memutihkan utang,Politik,gimana jika diri orang milik aura positif orang segan ada keliling lihat ganjar pranowo sambut tani suka cita sekat blora 4 des 2024 by the way ganjar komitmen hapus 600 miliar hutang macet tani bank perintah kalau pikir sejahtera atau ringan beban rakyat mana lah mungkin akan mutih utang,0
1821,mau kan pilih asalasalan mending beneran punya track record kayak ganjar pranowo ayo coba bayangin kalo ganjar pranowo jadi negeri makin kece deh,Politik,mau kan pilih asalasalan mending beneran punya track record kayak ganjar pranowo ayo coba bayangin kalo ganjar pranowo jadi negeri makin kece deh,0
1822,prabowo pemimpin memenangkan hati masyarakat jabar berbuatbaik untukmasyarakat,Politik,prabowo pimpin menang hati masyarakat jabar berbuatbaik untukmasyarakat,0
1823,pada akhirnya berbagai kalangan meyakini ganjar pranowo majukan ekonomi kreatif bukan alasan banyak yang dilakukannya,Politik,pada akhir bagai kalang yakin ganjar pranowo maju ekonomi kreatif bukan alas banyak yang laku,0
1824,keren pastiinpbowo gbranpasti mendorong penyempurnaan industri pangan menaikkan nilai baik hasil pertanian masgbran kamiadadisini rv,Ekonomi,keren pastiinpbowo gbranpasti dorong sempurna industri pangan naik nilai baik hasil tani masgbran kamiadadisini rv,4
1825,bulan januari serangan kubu dkk semakin sengit termasuk doxxing akun akun sosmed berharap cepu grup login tertutup membagikan informasi kita kita counter serangan jangan biarkan prabowo berkuasa asal bukan prabowo,Pertahanan dan Keamanan,bulan januari serang kubu dkk makin sengit masuk doxxing akun akun sosmed harap cepu grup login tutup bagi informasi kita kita counter serang jangan biar prabowo kuasa asal bukan prabowo,3
1826,kalo kata anies kecil melanggar biasanya kebutuhan penuhi kebutuhannya pelanggaran hilang apabila yang besar melanggar biasanya keserakahan orang2 spt harus dihukum keserakahannya bukan malah disejahterakan,Politik,kalo kata anies kecil langgar biasa butuh penuh butuh langgar hilang apabila yang besar langgar biasa serakah orang2 spt harus hukum serakah bukan malah sejahtera,0
1827,ganjar pranowo mendengarkan suara kalian petani kuota pupuk bakal lebih banyak pertanian lebih maju,Ekonomi,ganjar pranowo dengar suara kalian tani kuota pupuk bakal lebih banyak tani lebih maju,4
1828,p wowo menang kalau tema debatnya pertahanan semoga menjadi menhannya presiden anies,Pertahanan dan Keamanan,p wowo menang kalau tema debat tahan moga jadi menhannya presiden anies,3
1829,capres ganjar pranowo punya komitmen tinggi melindungi konstitusi aturan dasar negara,Ideologi,capres ganjar pranowo punya komitmen tinggi lindung konstitusi atur dasar negara,2
1830,pernyataan prabowo ttg gaza dilindas lemah menunjukkan ketidakpahaman ketidakpedulian adanya itikad menjalankan amanat konstitusi mendukung kemerdekaan bangsa pernyataan menunjukkan prabowo tidak punya komitmen mendukung kemerdekaan palestina,Politik,nyata prabowo ttg gaza lindas lemah tunjuk ketidakpahaman ketidakpedulian ada itikad jalan amanat konstitusi dukung merdeka bangsa nyata tunjuk prabowo tidak punya komitmen dukung merdeka palestina,0
1831,salut deh sama prabowo gibran mengusung budaya indonesia keren banget,Sosial Budaya,salut deh sama prabowo gibran usung budaya indonesia keren banget,1
1832,segerombolan minoritas dukung pak anies baik minoritas radikal liberal maupun radikal konservatif itu maksudnya indonesia bukan milik golongan tertentu cuma memang pertanyaannya bagaimana antar golongan menjaga toleransi antar kelakuan satu sama ternyata jawabannya simpel berikan mereka musuh bersama oligarki misalnya,Politik,gerombol minoritas dukung pak anies baik minoritas radikal liberal maupun radikal konservatif itu maksud indonesia bukan milik golong tentu cuma memang tanya bagaimana antar golong jaga toleransi antar laku satu sama nyata jawab simpel ikan mereka musuh sama oligarki misal,0
1833,la masia carington bukan di jakarta bre pak ini ditularkan wilayah mau pilih aniesmuhaimin nomor 1 pks nomor 8,Politik,la masia carington bukan di jakarta bre pak ini tular wilayah mau pilih aniesmuhaimin nomor 1 pks nomor 8,0
1834,takut prabowo jadi presiden takut dihilangkan cawapresnya produk pelanggaran hukum prabowo melanjutkan programprogram jokowi gagal mengurus negara mending anies deh jadi presiden,Politik,takut prabowo jadi presiden takut hilang cawapresnya produk langgar hukum prabowo lanjut programprogram jokowi gagal urus negara mending anies deh jadi presiden,0
1835,calon presiden ri no urut 3 ganjar pranowo yakin konstitusi aturan dasar negara dasar keadilan harus dihormati,Ideologi,calon presiden ri no urut 3 ganjar pranowo yakin konstitusi atur dasar negara dasar adil harus hormat,2
1836,buat ini bukan soal menang ataupun kalah soal hati nurani tetapkan kamu pilih ganjarmahfud salam waras amp nkri,Politik,buat ini bukan soal menang atau kalah soal hati nurani tetap kamu pilih ganjarmahfud salam waras amp nkri,0
1837,lihatlah perjuangan pak anies rakyat perubahan bahkan beliau tengah malam mengunjungi samarinda kalimantan timur sampai bandara samarinda langsung pak anies menjawab wartawan sudah menunggu biasa wajah pak anies selalu tersenyum,Politik,lihat juang pak anies rakyat ubah bahkan beliau tengah malam unjung samarinda kalimantan timur sampai bandara samarinda langsung pak anies jawab wartawan sudah tunggu biasa wajah pak anies selalu senyum,0
1838,ternyata tiap kali beliau muncul debat cawapres eh naik terus elektabilitas paslon nomor urut 2 ujar menteri pertahanan prabowo subianto,Politik,nyata tiap kali beliau muncul debat cawapres eh naik terus elektabilitas paslon nomor urut 2 ujar menteri tahan prabowo subianto,0
1839,jakarta idn times lembagai survei indonesia network election survey ines merilis hasil survei periode 12 21 januari 2024 prabowo subianto,Politik,jakarta idn times lembaga survei indonesia network election survey ines rilis hasil survei periode 12 21 januari 2024 prabowo subianto,0
1840,penganiayaan relawan caprescawapres ganjarmahfud oknum tni boyolali menjadi alarm penting masa kampanye menjelang pemilihan umum 14 februari sudah mulai memanas sangat rawan gesekan ikuti pembahasannya di kanal youtube metrotvnews,Pertahanan dan Keamanan,aniaya rawan caprescawapres ganjarmahfud oknum tni boyolali jadi alarm penting masa kampanye jelang pilih umum 14 februari sudah mulai panas sangat rawan gesek ikut bahas di kanal youtube metrotvnews,3
1841,gagasan dihadirkan prabowo gibran sangat konkret indonesia lebih maju,Politik,gagas hadir prabowo gibran sangat konkret indonesia lebih maju,0
1842,salah satu alasan gua terangan dukung anies salah satu programnya mengenai pembangunan 40 kota gua realistis sebagai mahasiswa arsitektur 15 tahun kedepan bakal berenang pekerjaan gagasan pemb,Politik,salah satu alas gua terang dukung anies salah satu program kena bangun 40 kota gua realistis bagai mahasiswa arsitektur 15 tahun depan bakal renang kerja gagas pemb,0
1843,prabowo menggadaikan tanahnya disindirsindir coba kamu jelaskn tanah 340 ribu hektar disinggung anies tanah milik negara bukti hgu prabowo gad,Politik,prabowo gadai tanah disindirsindir coba kamu jelaskn tanah 340 ribu hektar singgung anies tanah milik negara bukti hgu prabowo gad,0
1844,bvpbbkfz5ibux5w7bgyzl34m,Geografi,bvpbbkfz5ibux5w7bgyzl34m,7
1845,pandampamungkas ganjar pranowo mantab pak senantiasa mempertahankan ideologi pancasila selalu menuju pak ganjar presiden 2024 hebat petani bangga bertani,Ideologi,pandampamungkas ganjar pranowo mantab pak senantiasa tahan ideologi pancasila selalu tuju pak ganjar presiden 2024 hebat tani bangga tan,2
1846,mantap pak harapan masyarakat gaspoll dukung ganjarmahfud m3nang indonesia sejahtera,Politik,mantap pak harap masyarakat gaspoll dukung ganjarmahfud m3nang indonesia sejahtera,0
1847,ayo bersatu melindungi alam indonesia pak ganjab ngobrol bar3ng ganjar,Politik,ayo satu lindung alam indonesia pak ganjab ngobrol bar3ng ganjar,0
1848,capres cawapres ganjar pranowo mahfud md menekankan konstitusi aturan dasar negara panduan hidup,Ideologi,capres cawapres ganjar pranowo mahfud md tekan konstitusi atur dasar negara pandu hidup,2
1849,pak anies baswedan menjawab pertanyaan kepastian jadwal kompetisi sepakbola indonesia acara indonesia people deserve better,Politik,pak anies baswedan jawab tanya pasti jadwal kompetisi sepakbola indonesia acara indonesia people deserve better,0
1850,kedewasaan ganjar mahfud merumuskan kebijakan g3opolitik mencerminkan kepemimpinan visioner proaktif,Politik,dewasa ganjar mahfud rumus bijak g3opolitik cermin pimpin visioner proaktif,0
1851,penelitian rekam jejak letnan jendral purnawirawan menteri pertahanan prabowo subianto djojohadikusumo tidak mau jujur memposting betapa ikhlas tulisnya pak prabowo negara saudara sebangsanya merasa benar fitnah hoax mau,Politik,teliti rekam jejak letnan jendral purnawirawan menteri tahan prabowo subianto djojohadikusumo tidak mau jujur memposting betapa ikhlas tulis pak prabowo negara saudara bangsa rasa benar fitnah hoax mau,0
1852,gila sih pendukungnya prabowo cuman perbedaan dukungan politik sampe doxxing data anaknya pak anies gada hubungannya pilpres serem banget kalo orangorang begini diberikan kekuasaan ditindak akun atas nama dibawah,Politik,gila sih dukung prabowo cuman beda dukung politik sampe doxxing data anak pak anies gada hubung pilpres rem banget kalo orangorang begini beri kuasa tindak akun atas nama bawah,0
1853,thread prinsip hidup pak anies baswedan inspiratif 4 dasar pengambilan keputusan 1 keadilan kesetaraan 2 kepentingan umum 3 ilmu amp data 4 undang undang amp regulasi,Ideologi,thread prinsip hidup pak anies baswedan inspiratif 4 dasar ambil putus 1 adil tara 2 penting umum 3 ilmu amp data 4 undang undang amp regulasi,2
1854,anies hampiri prabowo bersalaman usai paparkan komitmen antikorupsi kpk baca,Politik,anies hampir prabowo salam usai papar komitmen antikorupsi kpk baca,0
